Time_Seconds,Irradiance_Wm2,Temperature_C,PV_Power_W
1577838600,0,3.27,0
1577842200,0,3.1,0
1577845800,0,3.77,0
1577849400,0,3.91,0
1577853000,0,3.37,0
1577856600,0,2.46,0
1577860200,0,1.84,0
1577863800,0,1.6,0
1577867400,0,1.22,0
1577871000,0,0.82,0
1577874600,0,0.64,0
1577878200,0,0.58,0
1577881800,7.4,0.27,3.16
1577885400,416.97,0.04,1472.36
1577889000,667.8,1.05,2360.88
1577892600,842.82,2.22,2958.2
1577896200,906.88,3.17,3159.32
1577899800,700.81,3.96,2468.64
1577903400,443.57,4.1,1560.96
1577907000,224.22,4.26,754
1577910600,50.67,4.12,126.12
1577914200,6.69,3.68,1.8
1577917800,0,2.58,0
1577921400,0,1.65,0
1577925000,0,0.94,0
1577928600,0,0.32,0
1577932200,0,-0.28,0
1577935800,0,-0.85,0
1577939400,0,-1.41,0
1577943000,0,-1.8,0
1577946600,0,-2.15,0
1577950200,0,-2.47,0
1577953800,0,-2.51,0
1577957400,0,-2.4,0
1577961000,0,-2.28,0
1577964600,0,-2.33,0
1577968200,7.06,-2.21,2.64
1577971800,411.92,-1.88,1455.8
1577975400,658.11,0.78,2296.12
1577979000,825.54,3.15,2815.4
1577982600,910.65,5.03,3059.28
1577986200,858.21,6.58,2890.56
1577989800,530.54,7.67,1819.32
1577993400,240.62,8.23,796.64
1577997000,62.73,7.77,163.16
1578000600,9.08,6.85,6.04
1578004200,0,5.46,0
1578007800,0,4.64,0
1578011400,0,3.89,0
1578015000,0,3.58,0
1578018600,0,3.27,0
1578022200,0,3.29,0
1578025800,0,3.31,0
1578029400,0,3.29,0
1578033000,0,3.83,0
1578036600,0,4.93,0
1578040200,0,5.14,0
1578043800,0,5.1,0
1578047400,0,4.33,0
1578051000,0,4.49,0
1578054600,1.39,4.68,0
1578058200,11.64,4.92,11.52
1578061800,41.78,5.41,96.64
1578065400,55.11,6.22,139.12
1578069000,100.82,6.79,294.48
1578072600,135.44,7.6,418.72
1578076200,42.37,7.67,97.56
1578079800,59.95,7.21,154.4
1578083400,22.75,7.48,39.16
1578087000,2.4,7.26,0
1578090600,0,6.93,0
1578094200,0,6.76,0
1578097800,0,6.57,0
1578101400,0,6.61,0
1578105000,0,6.48,0
1578108600,0,6.33,0
1578112200,0,6.11,0
1578115800,0,6.11,0
1578119400,0,6.32,0
1578123000,0,6.59,0
1578126600,0,6.37,0
1578130200,0,6.64,0
1578133800,0,6.29,0
1578137400,0,6.34,0
1578141000,1.89,6.5,0
1578144600,20.37,6.78,32.88
1578148200,40.55,7.45,91.8
1578151800,61.69,8.42,159
1578155400,57.99,9.25,146.6
1578159000,96.95,9.17,279.32
1578162600,94.5,10.32,269.48
1578166200,63.83,9.81,166
1578169800,26.28,9.8,48.4
1578173400,4.25,9.73,0
1578177000,0,9.39,0
1578180600,0,9.03,0
1578184200,0,8.14,0
1578187800,0,6.65,0
1578191400,0,5.23,0
1578195000,0,4.13,0
1578198600,0,3.25,0
1578202200,0,2.56,0
1578205800,0,2.32,0
1578209400,0,2.42,0
1578213000,0,2.19,0
1578216600,0,1.84,0
1578220200,0,1.58,0
1578223800,0,1.5,0
1578227400,7.27,1.23,2.88
1578231000,351.67,1.19,1233.32
1578234600,508.08,2.06,1808.28
1578238200,532.47,3.16,1897.92
1578241800,738.43,4.24,2621.28
1578245400,767,4.78,2707.44
1578249000,584.82,4.77,2072.84
1578252600,662.13,5.01,2333.24
1578256200,35.95,4.89,78.76
1578259800,7.82,4.29,3.76
1578263400,0,3.25,0
1578267000,0,2.37,0
1578270600,0,1.48,0
1578274200,0,0.49,0
1578277800,0,-0.44,0
1578281400,0,-0.97,0
1578285000,0,-0.57,0
1578288600,0,0.19,0
1578292200,0,0.45,0
1578295800,0,0.17,0
1578299400,0,0.1,0
1578303000,0,-0.22,0
1578306600,0,-1.03,0
1578310200,0,-0.6,0
1578313800,6.1,0,0.92
1578317400,222.89,0.42,755.88
1578321000,336.75,1.48,1181.72
1578324600,679.26,2.94,2379.16
1578328200,887.5,4.75,3047.2
1578331800,883.86,6.33,3028.88
1578335400,564.23,7.08,1966.12
1578339000,262.05,7.26,883.68
1578342600,49.74,6.92,121.28
1578346200,8.41,6.04,4.76
1578349800,0,4.53,0
1578353400,0,3.49,0
1578357000,0,2.98,0
1578360600,0,2.75,0
1578364200,0,2.5,0
1578367800,0,2.17,0
1578371400,0,1.72,0
1578375000,0,1.17,0
1578378600,0,0.54,0
1578382200,0,0.72,0
1578385800,0,0.24,0
1578389400,0,-0.22,0
1578393000,0,-0.68,0
1578396600,0,-1.05,0
1578400200,9.12,-1.4,6.56
1578403800,222.59,-1.27,758.48
1578407400,420.46,0.68,1471.36
1578411000,704.32,2.75,2400.04
1578414600,653.98,4.37,2210.88
1578418200,397.4,5.3,1346.6
1578421800,437.52,5.63,1489.52
1578425400,226.33,6.24,749.36
1578429000,45.12,5.78,107
1578432600,4.08,4.89,0
1578436200,0,3.91,0
1578439800,0,3.11,0
1578443400,0,2.34,0
1578447000,0,1.67,0
1578450600,0,1.41,0
1578454200,0,1.08,0
1578457800,0,0.97,0
1578461400,0,0.38,0
1578465000,0,-0.43,0
1578468600,0,-0.79,0
1578472200,0,-1.28,0
1578475800,0,-1.65,0
1578479400,0,-1.86,0
1578483000,0,-2.25,0
1578486600,8.83,-1.55,5.96
1578490200,279.58,-0.76,972.92
1578493800,551.42,0.39,1960.04
1578497400,683.54,1.95,2415
1578501000,762.5,3.06,2685.04
1578504600,873.76,4.03,3053.36
1578508200,784.57,4.87,2751.8
1578511800,423.77,4.7,1493.64
1578515400,39.61,4.19,90.52
1578519000,9.25,3.28,6.56
1578522600,0,2.02,0
1578526200,0,1.06,0
1578529800,0,0.23,0
1578533400,0,-0.47,0
1578537000,0,-1.11,0
1578540600,0,-1.57,0
1578544200,0,-1.88,0
1578547800,0,-2.12,0
1578551400,0,-2.6,0
1578555000,0,-3.11,0
1578558600,0,-3.5,0
1578562200,0,-3.78,0
1578565800,0,-3.97,0
1578569400,0,-4.09,0
1578573000,7.27,-4.19,3.08
1578576600,428.39,-4.08,1533.4
1578580200,679.74,-3.1,2433.84
1578583800,852.08,-2.12,2985.72
1578587400,942.4,-1.22,3241.4
1578591000,947.44,-0.43,3228.72
1578594600,859.62,0.24,2928.32
1578598200,697.67,0.39,2393.6
1578601800,442.97,0.45,1519.68
1578605400,13.16,0.11,15.44
1578609000,0,-0.45,0
1578612600,0,-1.2,0
1578616200,0,-1.35,0
1578619800,0,-1.39,0
1578623400,0,-1.53,0
1578627000,0,-1.54,0
1578630600,0,-1.71,0
1578634200,0,-1.81,0
1578637800,0,-1.75,0
1578641400,0,-1.11,0
1578645000,0,-0.43,0
1578648600,0,0.18,0
1578652200,0,0.47,0
1578655800,0,0.41,0
1578659400,9.25,0.54,6.72
1578663000,84.71,1.03,246.16
1578666600,205.68,2.6,687.88
1578670200,245.64,4.29,828.28
1578673800,219.66,5.86,727.44
1578677400,372.82,6.93,1279.52
1578681000,374.73,8.26,1278.48
1578684600,490.8,9.31,1682.88
1578688200,225.27,9.92,735.64
1578691800,8.96,9.42,5.64
1578695400,0,8.49,0
1578699000,0,7.79,0
1578702600,0,7.48,0
1578706200,0,7.34,0
1578709800,0,7.15,0
1578713400,0,7.33,0
1578717000,0,7.41,0
1578720600,0,7.23,0
1578724200,0,7.41,0
1578727800,0,8.2,0
1578731400,0,8.59,0
1578735000,0,9.56,0
1578738600,0,10.24,0
1578742200,0,10.78,0
1578745800,7.44,11.15,2.84
1578749400,271.3,11.54,892.56
1578753000,320.94,12.42,1071.64
1578756600,339.16,13.79,1127.32
1578760200,407.68,14.87,1358.44
1578763800,322.28,15.7,1056.24
1578767400,505.88,16.02,1690.04
1578771000,226.09,17.48,715.68
1578774600,70.46,17,181.08
1578778200,12.57,16.38,12.6
1578781800,0,15.51,0
1578785400,0,14.93,0
1578789000,0,14.79,0
1578792600,0,15.16,0
1578796200,0,15.53,0
1578799800,0,15.78,0
1578803400,0,15.85,0
1578807000,0,15.58,0
1578810600,0,15.38,0
1578814200,0,15.49,0
1578817800,0,15.17,0
1578821400,0,15.24,0
1578825000,0,15.68,0
1578828600,0,16.51,0
1578832200,2.14,16.79,0
1578835800,50.85,16.83,119.68
1578839400,419.65,16.36,1403.08
1578843000,765.71,16.36,2555.88
1578846600,886.53,16.78,2930.32
1578850200,905.49,16.62,2989.76
1578853800,793.64,16.34,2633.12
1578857400,647.14,17.43,2147.68
1578861000,431.38,16.64,1420.2
1578864600,10.51,15.15,8.36
1578868200,0,13.27,0
1578871800,0,11.61,0
1578875400,0,10.02,0
1578879000,0,8.49,0
1578882600,0,6.76,0
1578886200,0,5.17,0
1578889800,0,4.24,0
1578893400,0,3.69,0
1578897000,0,3.17,0
1578900600,0,3.44,0
1578904200,0,3.16,0
1578907800,0,2.85,0
1578911400,0,2.61,0
1578915000,0,2.42,0
1578918600,10.76,2.37,9.8
1578922200,165.34,2.72,535.08
1578925800,294.26,4.77,1001.44
1578929400,387.67,6.76,1328.4
1578933000,241.99,8.11,800.36
1578936600,147.96,8.65,460.2
1578940200,84.67,8.74,236.4
1578943800,68.61,8.11,182.6
1578947400,39.81,8.1,89.08
1578951000,8.91,7.89,5.64
1578954600,0,7.41,0
1578958200,0,6.91,0
1578961800,0,6.21,0
1578965400,0,5.06,0
1578969000,0,4.42,0
1578972600,0,4.37,0
1578976200,0,3.51,0
1578979800,0,2.45,0
1578983400,0,1.53,0
1578987000,0,1.95,0
1578990600,0,2.35,0
1578994200,0,2.35,0
1578997800,0,2.45,0
1579001400,0,2.48,0
1579005000,5.68,2.58,0.2
1579008600,48.85,2.71,120.88
1579012200,108.03,3.26,326.84
1579015800,146.53,4.21,462.08
1579019400,95.77,5.31,281.24
1579023000,116.17,5.88,352.96
1579026600,113.59,6.27,344.2
1579030200,78.88,6.5,219.36
1579033800,35.94,6.76,78.4
1579037400,3.83,6.27,0
1579041000,0,5.91,0
1579044600,0,5.78,0
1579048200,0,5.77,0
1579051800,0,5.81,0
1579055400,0,5.86,0
1579059000,0,5.98,0
1579062600,0,5.88,0
1579066200,0,5.84,0
1579069800,0,6.08,0
1579073400,0,5.5,0
1579077000,0,4.98,0
1579080600,0,4.95,0
1579084200,0,4.98,0
1579087800,0,5.08,0
1579091400,9.25,5.13,6.44
1579095000,384.46,5.27,1314
1579098600,618.67,6.11,2128.24
1579102200,803.5,6.77,2738.84
1579105800,898.21,7.36,3013
1579109400,912.64,8.04,3051.44
1579113000,852.19,8.55,2860.32
1579116600,691.55,9.7,2330.12
1579120200,453.97,9.86,1523.48
1579123800,12.11,9.41,12.16
1579127400,0,8.16,0
1579131000,0,6.33,0
1579134600,0,3.99,0
1579138200,0,3.05,0
1579141800,0,2.48,0
1579145400,0,2.53,0
1579149000,0,3.12,0
1579152600,0,4.5,0
1579156200,0,5.19,0
1579159800,0,5.33,0
1579163400,0,4.83,0
1579167000,0,5.35,0
1579170600,0,5.83,0
1579174200,0,6.65,0
1579177800,6.85,7.55,1.96
1579181400,255.59,8.43,850.44
1579185000,581.28,8.19,2023.8
1579188600,646.93,7.77,2261.08
1579192200,763.33,7.49,2658.4
1579195800,614.59,7.82,2153.88
1579199400,694.84,7.88,2427.36
1579203000,601.05,7.73,2105.72
1579206600,353.82,6.95,1219.08
1579210200,12.28,5.96,12.84
1579213800,0,4.69,0
1579217400,0,3.59,0
1579221000,0,2.67,0
1579224600,0,1.82,0
1579228200,0,1.08,0
1579231800,0,0.43,0
1579235400,0,-0.12,0
1579239000,0,-0.73,0
1579242600,0,-1.29,0
1579246200,0,-1.44,0
1579249800,0,-1.9,0
1579253400,0,-2.49,0
1579257000,0,-3.1,0
1579260600,0,-3.58,0
1579264200,8.41,-3.99,5.24
1579267800,394.04,-4.19,1424.32
1579271400,685.19,-3.95,2510.32
1579275000,877.74,-3.32,3173.2
1579278600,984.38,-2.57,3512.04
1579282200,992.58,-1.83,3521.56
1579285800,914.46,-1.24,3249.68
1579289400,749.13,-1.39,2681.28
1579293000,506.32,-1.24,1809.12
1579296600,13.41,-1.54,16.24
1579300200,0,-2.22,0
1579303800,0,-2.86,0
1579307400,0,-3.48,0
1579311000,0,-3.88,0
1579314600,0,-4.29,0
1579318200,0,-4.69,0
1579321800,0,-4.94,0
1579325400,0,-5.01,0
1579329000,0,-5.03,0
1579332600,0,-5.34,0
1579336200,0,-5.21,0
1579339800,0,-5.18,0
1579343400,0,-5.1,0
1579347000,0,-4.97,0
1579350600,7.38,-4.83,3.32
1579354200,44.41,-4.54,110.24
1579357800,89.01,-4.02,266.36
1579361400,147.15,-3.29,479.32
1579365000,217.69,-2.37,745.72
1579368600,159.79,-1.5,528.8
1579372200,65.53,-1.51,180.68
1579375800,40.85,-2.24,97.44
1579379400,20.97,-1.92,36.24
1579383000,5,-1.32,0
1579386600,0,-0.84,0
1579390200,0,-0.3,0
1579393800,0,0.21,0
1579397400,0,0.88,0
1579401000,0,1.44,0
1579404600,0,2.47,0
1579408200,0,3.51,0
1579411800,0,4.19,0
1579415400,0,4.78,0
1579419000,0,3.3,0
1579422600,0,3.31,0
1579426200,0,3.22,0
1579429800,0,3.16,0
1579433400,0,3.03,0
1579437000,10.64,2.39,9.52
1579440600,378.43,1.7,1325.04
1579444200,679.96,2.15,2412.96
1579447800,844.28,2.75,2955.36
1579451400,897.46,3.51,3129.68
1579455000,684.98,4.78,2409.6
1579458600,494.93,4.55,1741.92
1579462200,197.73,5.61,651.72
1579465800,74.9,4.95,207.72
1579469400,16.19,3.97,22.44
1579473000,0,2.9,0
1579476600,0,1.56,0
1579480200,0,0.54,0
1579483800,0,-0.16,0
1579487400,0,-0.63,0
1579491000,0,-1.11,0
1579494600,0,-1.6,0
1579498200,0,-2.46,0
1579501800,0,-3.47,0
1579505400,0,-4.09,0
1579509000,0,-4.74,0
1579512600,0,-5.2,0
1579516200,0,-5.51,0
1579519800,0,-5.77,0
1579523400,10.23,-6.03,9.24
1579527000,412.83,-6.11,1500.12
1579530600,696.47,-5.51,2549.72
1579534200,883.55,-4.52,3179.48
1579537800,985.46,-3.41,3493.76
1579541400,1004.82,-2.36,3536.28
1579545000,922.45,-1.66,3259.48
1579548600,759.2,-0.89,2706.72
1579552200,514.45,-0.8,1834.72
1579555800,15.26,-1.1,20.8
1579559400,0,-1.94,0
1579563000,0,-2.69,0
1579566600,0,-3.33,0
1579570200,0,-3.8,0
1579573800,0,-4.33,0
1579577400,0,-4.79,0
1579581000,0,-5.2,0
1579584600,0,-5.5,0
1579588200,0,-5.69,0
1579591800,0,-5.69,0
1579595400,0,-5.74,0
1579599000,0,-5.78,0
1579602600,0,-5.84,0
1579606200,0,-5.92,0
1579609800,9.92,-6.04,8.52
1579613400,428.08,-5.64,1537.12
1579617000,686.12,-4.47,2463.2
1579620600,864.97,-3.42,3039.32
1579624200,961.32,-2.37,3311.76
1579627800,976.56,-1.38,3336.04
1579631400,889.02,-0.56,3060.52
1579635000,685.62,0.45,2402.2
1579638600,448.28,0.6,1573.48
1579642200,17.7,0.29,26.88
1579645800,0,-0.62,0
1579649400,0,-2.3,0
1579653000,0,-3.36,0
1579656600,0,-3.92,0
1579660200,0,-3.78,0
1579663800,0,-4.18,0
1579667400,0,-4.46,0
1579671000,0,-4.36,0
1579674600,0,-3.76,0
1579678200,0,-3.01,0
1579681800,0,-2.77,0
1579685400,0,-3.23,0
1579689000,0,-3.43,0
1579692600,0,-3.06,0
1579696200,10.01,-3.17,8.52
1579699800,423.02,-3.37,1487.52
1579703400,675.14,-1.85,2343.32
1579707000,855.3,-0.53,2871.8
1579710600,953.67,0.69,3144.96
1579714200,965.14,1.78,3188.68
1579717800,890.98,2.58,2979.2
1579721400,731.95,2.92,2490.2
1579725000,498.12,3.09,1712.92
1579728600,16.15,2.63,22.52
1579732200,0,1.43,0
1579735800,0,-0.45,0
1579739400,0,-1.26,0
1579743000,0,-1.31,0
1579746600,0,-1.22,0
1579750200,0,-1.27,0
1579753800,0,-1.97,0
1579757400,0,-2.59,0
1579761000,0,-3,0
1579764600,0,-2.97,0
1579768200,0,-3.38,0
1579771800,0,-4.12,0
1579775400,0,-4.28,0
1579779000,0,-4.27,0
1579782600,14.76,-4.6,19.96
1579786200,330.99,-3.92,1166.64
1579789800,563.36,-0.47,1972.84
1579793400,678.9,1.73,2336.28
1579797000,632.48,3.46,2167.96
1579800600,518.88,4.62,1779.12
1579804200,379.27,5.32,1293.44
1579807800,377.21,5.76,1280.28
1579811400,154.78,5.74,487.32
1579815000,24.85,5.09,45.56
1579818600,0,3.41,0
1579822200,0,1.66,0
1579825800,0,0.73,0
1579829400,0,-0.08,0
1579833000,0,-0.77,0
1579836600,0,-0.37,0
1579840200,0,-0.1,0
1579843800,0,-0.27,0
1579847400,0,0.51,0
1579851000,0,1.26,0
1579854600,0,0.72,0
1579858200,0,0.1,0
1579861800,0,0.04,0
1579865400,0,0.17,0
1579869000,13.5,0.02,16.28
1579872600,382.99,-0.9,1333.36
1579876200,655.55,1.96,2242.2
1579879800,840.14,5.07,2795.28
1579883400,947.42,6.82,3102.88
1579887000,960.49,7.79,3118.16
1579890600,629.73,8.46,2116.16
1579894200,477.75,8.49,1631.72
1579897800,294.8,8,987.72
1579901400,23.84,7.03,42.28
1579905000,0,5.41,0
1579908600,0,3.91,0
1579912200,0,2.65,0
1579915800,0,1.66,0
1579919400,0,1.11,0
1579923000,0,0.86,0
1579926600,0,0.78,0
1579930200,0,0.84,0
1579933800,0,1.12,0
1579937400,0,2.06,0
1579941000,0,2.75,0
1579944600,0,2.98,0
1579948200,0,3.42,0
1579951800,0,3.88,0
1579955400,6.93,4.35,2.16
1579959000,35.32,5,76.92
1579962600,54.32,5.86,137.52
1579966200,91.56,6.79,265.2
1579969800,61.91,7.58,161.04
1579973400,61.58,8.32,159.92
1579977000,85.33,9.04,242.76
1579980600,34.86,9.17,74.04
1579984200,6.61,9.47,1.52
1579987800,14.46,9.42,17.56
1579991400,0,9.2,0
1579995000,0,8.89,0
1579998600,0,8.41,0
1580002200,0,7.29,0
1580005800,0,6.33,0
1580009400,0,5.47,0
1580013000,0,4.61,0
1580016600,0,3.81,0
1580020200,0,2.77,0
1580023800,0,2.03,0
1580027400,0,1.4,0
1580031000,0,0.82,0
1580034600,0,0.31,0
1580038200,0,-0.23,0
1580041800,160.44,-0.89,480.16
1580045400,413.43,-0.74,1453.96
1580049000,650.25,1.47,2283.44
1580052600,789.17,3.17,2743.92
1580056200,802.94,4.59,2783.4
1580059800,722.27,5.58,2502.76
1580063400,516.19,6.24,1798.52
1580067000,314.25,7.72,1068.24
1580070600,198.26,7.62,647.12
1580074200,20.35,7.04,32.76
1580077800,0,6.24,0
1580081400,0,5.45,0
1580085000,0,4.81,0
1580088600,0,4.2,0
1580092200,0,3.45,0
1580095800,0,2.85,0
1580099400,0,1.94,0
1580103000,0,1.2,0
1580106600,0,0.4,0
1580110200,0,0.18,0
1580113800,0,0.06,0
1580117400,0,0.04,0
1580121000,0,0.07,0
1580124600,0,-0.01,0
1580128200,105.99,-0.18,297.24
1580131800,353.13,0.16,1234.16
1580135400,586.73,1.85,2068.72
1580139000,490.35,3.62,1724.56
1580142600,585.41,4.94,2045.56
1580146200,401.56,6.14,1395.96
1580149800,286.8,6.2,978.04
1580153400,323.6,6.67,1105.16
1580157000,298.57,6.98,1011.28
1580160600,26.15,6.68,48.92
1580164200,0,5.55,0
1580167800,0,4.5,0
1580171400,0,3.93,0
1580175000,0,3.37,0
1580178600,0,2.55,0
1580182200,0,1.59,0
1580185800,0,0.77,0
1580189400,0,0.16,0
1580193000,0,-0.41,0
1580196600,0,-0.04,0
1580200200,0,-0.09,0
1580203800,0,-0.45,0
1580207400,0,-0.91,0
1580211000,0,-1.11,0
1580214600,161.54,-1.13,485
1580218200,410.81,-0.33,1444.12
1580221800,630.73,2.06,2212.44
1580225400,707.05,3.8,2475.28
1580229000,695.98,4.6,2425.28
1580232600,654.35,5.12,2277.08
1580236200,411.41,5.42,1427.92
1580239800,244.6,5.48,823.36
1580243400,158.47,5.21,507.04
1580247000,25.02,4.84,46.16
1580250600,0,4.06,0
1580254200,0,3.43,0
1580257800,0,2.85,0
1580261400,0,2.21,0
1580265000,0,1.51,0
1580268600,0,0.84,0
1580272200,0,-0.08,0
1580275800,0,-1.04,0
1580279400,0,-1.59,0
1580283000,0,-1.24,0
1580286600,0,-1.32,0
1580290200,0,-1.56,0
1580293800,0,-1.93,0
1580297400,0,-2.21,0
1580301000,171.74,-2.41,522.16
1580304600,428.51,-1.91,1513.12
1580308200,673.76,-0.01,2388.32
1580311800,868.09,0.82,3025.04
1580315400,972.72,1.79,3330.48
1580319000,1004.93,2.74,3411.32
1580322600,928.32,3.6,3167.64
1580326200,770.14,4.14,2660.84
1580329800,535.02,4.44,1857.24
1580333400,21.82,4.16,37.36
1580337000,0,2.91,0
1580340600,0,1.24,0
1580344200,0,-0.41,0
1580347800,0,-1.73,0
1580351400,0,-2.6,0
1580355000,0,-3.18,0
1580358600,0,-3.57,0
1580362200,0,-3.83,0
1580365800,0,-4.09,0
1580369400,0,-4.2,0
1580373000,0,-4.28,0
1580376600,0,-4.4,0
1580380200,0,-4.52,0
1580383800,0,-4.53,0
1580387400,179.13,-4.6,553.04
1580391000,458.96,-3.86,1631.2
1580394600,715.08,-1.37,2516.48
1580398200,855.41,-0.19,2938.68
1580401800,834.73,0.81,2842.92
1580405400,843.31,1.53,2849.24
1580409000,726.73,1.98,2482.84
1580412600,454.08,1.72,1579.92
1580416200,209.05,1.62,697.6
1580419800,36.12,1.19,80.64
1580423400,0,0.5,0
1580427000,0,-0.25,0
1580430600,0,-0.38,0
1580434200,0,0.42,0
1580437800,0,0.33,0
1580441400,0,-0.49,0
1580445000,0,-1.03,0
1580448600,0,-0.92,0
1580452200,0,-1.07,0
1580455800,0,-0.72,0
1580459400,0,-1.09,0
1580463000,0,-1.13,0
1580466600,0,-1.39,0
1580470200,0,-1.22,0
1580473800,71.34,-1.5,184.88
1580477400,240.29,-0.72,818.64
1580481000,424.54,2.16,1475.28
1580484600,678.45,3.73,2312.2
1580488200,778.43,5.02,2606
1580491800,530.53,6.08,1806.04
1580495400,232.91,6.31,768.4
1580499000,112.06,6.03,335.96
1580502600,66.09,5.43,176.44
1580506200,21.99,4.74,37.68
1580509800,0,4.12,0
1580513400,0,3.47,0
1580517000,0,3.05,0
1580520600,0,2.75,0
1580524200,0,2.56,0
1580527800,0,2.02,0
1580531400,0,1.48,0
1580535000,0,0.81,0
1580538600,0,0.11,0
1580542200,0,-0.57,0
1580545800,0,-0.75,0
1580549400,0,-1.19,0
1580553000,0,-1.74,0
1580556600,0,-1.84,0
1580560200,51.76,-1.69,123.88
1580563800,135.44,-0.74,432.16
1580567400,209.73,1.48,703.04
1580571000,172.63,2.59,560.8
1580574600,252.72,3.32,850.52
1580578200,226.64,4.14,749.28
1580581800,153.78,4.8,485.04
1580585400,116.97,4.81,356.4
1580589000,79.02,4.88,221.68
1580592600,17.49,4.74,25.64
1580596200,0,4.46,0
1580599800,0,4.02,0
1580603400,0,3.53,0
1580607000,0,2.41,0
1580610600,0,0.64,0
1580614200,0,0.15,0
1580617800,0,0.47,0
1580621400,0,0.66,0
1580625000,0,0.64,0
1580628600,0,1.06,0
1580632200,0,0.52,0
1580635800,0,0.08,0
1580639400,0,-0.63,0
1580643000,0,-0.57,0
1580646600,56.72,-0.6,139.2
1580650200,339.27,-0.18,1180.6
1580653800,590.76,1.61,2079.2
1580657400,685.48,3.35,2390.28
1580661000,346.94,4.75,1194.28
1580664600,294.49,5.3,1000.32
1580668200,363,5.54,1249.08
1580671800,297.4,6.1,1010.48
1580675400,139.52,5.86,435.4
1580679000,44.29,4.89,103.56
1580682600,0,3.47,0
1580686200,0,2.56,0
1580689800,0,1.87,0
1580693400,0,1.68,0
1580697000,0,1.41,0
1580700600,0,1.74,0
1580704200,0,1.67,0
1580707800,0,1.31,0
1580711400,0,0.58,0
1580715000,0,-0.06,0
1580718600,0,1.08,0
1580722200,0,1.45,0
1580725800,0,1.13,0
1580729400,0,0.09,0
1580733000,166.28,-0.51,499.92
1580736600,441.59,-0.01,1543.88
1580740200,688.74,3.7,2370.48
1580743800,830.89,6,2822.8
1580747400,874.45,7.56,2961.48
1580751000,949.87,8.67,3166.64
1580754600,878.9,9.85,2934.4
1580758200,742.3,11.84,2481.4
1580761800,520.96,12.28,1745.92
1580765400,252.37,11.83,787.4
1580769000,0,10.13,0
1580772600,0,8.37,0
1580776200,0,6.79,0
1580779800,0,6.1,0
1580783400,0,5.87,0
1580787000,0,4.11,0
1580790600,0,3.7,0
1580794200,0,3.64,0
1580797800,0,4.16,0
1580801400,0,3.73,0
1580805000,0,2.98,0
1580808600,0,2.6,0
1580812200,0,2.73,0
1580815800,0,2.84,0
1580819400,13.8,2.98,16.12
1580823000,43.61,3.43,103.32
1580826600,94.1,4.68,274.88
1580830200,146.47,6.24,459.8
1580833800,191.92,8.18,615.84
1580837400,255.58,9.65,841.92
1580841000,263.38,11.29,864.84
1580844600,163.84,12.66,508.64
1580848200,116.32,12.66,341.28
1580851800,65.31,12.53,164.76
1580855400,0,11.67,0
1580859000,0,10.66,0
1580862600,0,10.05,0
1580866200,0,10.04,0
1580869800,0,9.94,0
1580873400,0,9.28,0
1580877000,0,8.92,0
1580880600,0,8.59,0
1580884200,0,7.37,0
1580887800,0,5.92,0
1580891400,0,5.17,0
1580895000,0,4.62,0
1580898600,0,4.2,0
1580902200,0,3.94,0
1580905800,3.31,3.76,0
1580909400,13.59,3.74,16.08
1580913000,40.17,3.75,92.48
1580916600,73.59,3.91,204.48
1580920200,70.86,4.07,193.88
1580923800,107.74,4.19,322.4
1580927400,92.27,4.37,267.68
1580931000,49.6,4.93,121.96
1580934600,19.72,4.77,31.52
1580938200,11.82,4.65,11.92
1580941800,0,4.51,0
1580945400,0,4.3,0
1580949000,0,4.02,0
1580952600,0,3.86,0
1580956200,0,3.69,0
1580959800,0,3.67,0
1580963400,0,3.7,0
1580967000,0,3.78,0
1580970600,0,3.61,0
1580974200,0,3.12,0
1580977800,0,3.42,0
1580981400,0,3.76,0
1580985000,0,4.07,0
1580988600,0,4.28,0
1580992200,5.12,4.3,0
1580995800,20.4,4.42,33.44
1580999400,37.39,4.75,83.2
1581003000,53.03,5.07,133.08
1581006600,38.72,5.49,86.96
1581010200,45.24,5.77,107.4
1581013800,36.05,6.23,78.36
1581017400,36.23,4.85,79.48
1581021000,23.78,4.83,42.6
1581024600,10.19,4.79,8.4
1581028200,0,4.52,0
1581031800,0,4.3,0
1581035400,0,4.15,0
1581039000,0,4.03,0
1581042600,0,4.1,0
1581046200,0,4.31,0
1581049800,0,4.37,0
1581053400,0,4.28,0
1581057000,0,4.22,0
1581060600,0,4.2,0
1581064200,0,4.16,0
1581067800,0,4.18,0
1581071400,0,4.28,0
1581075000,0,4.6,0
1581078600,4.85,5.31,0
1581082200,14.14,6.28,17.16
1581085800,41.75,7.27,96.24
1581089400,254.66,8.76,850.48
1581093000,643.5,13.01,2207.48
1581096600,700.66,14.22,2392.6
1581100200,135.18,13.08,415.36
1581103800,258.32,6.44,876.16
1581107400,170.99,5.14,556.12
1581111000,101.82,4.22,297.44
1581114600,0,3.46,0
1581118200,0,2.61,0
1581121800,0,2.28,0
1581125400,0,1.74,0
1581129000,0,1.21,0
1581132600,0,0.76,0
1581136200,0,0.24,0
1581139800,0,-0.36,0
1581143400,0,-0.77,0
1581147000,0,-0.74,0
1581150600,0,-1.07,0
1581154200,0,-1.25,0
1581157800,0,-1.33,0
1581161400,0,-1.42,0
1581165000,183.78,-1.64,565.08
1581168600,474.47,-1.2,1673.72
