Time_Seconds,Irradiance_Wm2,Temperature_C,PV_Power_W
1584952200,0,3.04,0
1584955800,0,2.97,0
1584959400,0,2.73,0
1584963000,10.64,2.79,9.48
1584966600,48.16,2.63,117.12
1584970200,75.95,3.06,212.96
1584973800,121.55,3.28,375.12
1584977400,163.03,3.8,526.56
1584981000,61.09,4.57,160.64
1584984600,70.69,4.43,193.4
1584988200,44.68,4.43,106.56
1584991800,63.82,4.17,170.24
1584995400,27.44,4.57,53.28
1584999000,11.28,4.98,10.72
1585002600,6.27,5.29,1.08
1585006200,0,5.5,0
1585009800,0,5.56,0
1585013400,0,4.74,0
1585017000,0,3.75,0
1585020600,0,3.26,0
1585024200,0,2.98,0
1585027800,0,2.98,0
1585031400,0,2.84,0
1585035000,0,2.99,0
1585038600,0,2.86,0
1585042200,0,2.3,0
1585045800,0,1.84,0
1585049400,79.77,1.52,151.48
1585053000,319.55,2.41,1043.84
1585056600,571.18,4.37,1974.84
1585060200,788.08,6.19,2688.6
1585063800,945.2,8.09,3145.16
1585067400,1004.68,9.51,3263.36
1585071000,874.02,11.13,2840.2
1585074600,740.14,12.34,2418.32
1585078200,643.41,12.66,2121.72
1585081800,403.64,13.29,1328.36
1585085400,273.22,13.52,851.84
1585089000,32.29,13.07,64.56
1585092600,0,11.11,0
1585096200,0,8.66,0
1585099800,0,6.83,0
1585103400,0,5.49,0
1585107000,0,4.75,0
1585110600,0,4.39,0
1585114200,0,4.12,0
1585117800,0,3.68,0
1585121400,0,3.25,0
1585125000,0,3.42,0
1585128600,0,3.7,0
1585132200,0,4.05,0
1585135800,16.67,4.39,23.6
1585139400,57.18,5,146.8
1585143000,107.42,5.64,319.72
1585146600,125.73,6.3,384
1585150200,159.33,6.69,504.52
1585153800,148.27,7.06,463.4
1585157400,151.67,7.15,476.4
1585161000,223.69,7.24,736.68
1585164600,114.42,7.53,342.36
1585168200,196.89,7.2,640.76
1585171800,192.7,7.3,609.2
1585175400,29.73,7.18,59.12
1585179000,0,6.61,0
1585182600,0,6.02,0
1585186200,0,5.8,0
1585189800,0,5.45,0
1585193400,0,4.84,0
1585197000,0,4.16,0
1585200600,0,3.19,0
1585204200,0,2.32,0
1585207800,0,1.77,0
1585211400,0,1.2,0
1585215000,0,0.71,0
1585218600,0,0.3,0
1585222200,88.73,0.34,173.64
1585225800,335.82,2.28,1089.56
1585229400,598.02,4.64,2013.76
1585233000,819.32,6.41,2674.4
1585236600,980.06,8.21,3115.36
1585240200,1064.39,9.97,3354.6
1585243800,1063.93,11.53,3358.96
1585247400,982.45,12.83,3141.64
1585251000,823.65,13.7,2684.32
1585254600,605.12,14.12,1994.24
1585258200,347.29,13.92,1090.28
1585261800,28.13,12.85,52.8
1585265400,0,10.99,0
1585269000,0,9.68,0
1585272600,0,9.16,0
1585276200,0,8.99,0
1585279800,0,8.71,0
1585283400,0,8.68,0
1585287000,0,8.65,0
1585290600,0,8.5,0
1585294200,0,8.56,0
1585297800,0,8.4,0
1585301400,0,8.23,0
1585305000,0,8.06,0
1585308600,21.74,7.87,32.28
1585312200,100.67,8.4,287.32
1585315800,227.35,9.64,737.12
1585319400,589.17,11.1,1982.2
1585323000,885.33,12.75,2899.32
1585326600,1012.22,14.34,3250.04
1585330200,1060.48,15.53,3372.16
1585333800,992.24,16.42,3159.52
1585337400,840.28,17.99,2681.32
1585341000,615.3,18.18,1976.76
1585344600,354.3,18.11,1083.32
1585348200,28.42,17.44,52.2
1585351800,0,15.8,0
1585355400,0,13.47,0
1585359000,0,11.17,0
1585362600,0,8.38,0
1585366200,0,6.84,0
1585369800,0,6.34,0
1585373400,0,6.01,0
1585377000,0,5.56,0
1585380600,0,5.74,0
1585384200,0,5.57,0
1585387800,0,5.32,0
1585391400,0,5.16,0
1585395000,60.24,5.19,124.08
1585398600,115.23,6.68,342.76
1585402200,214,8.4,691.28
1585405800,344.45,9.56,1149.88
1585409400,257.18,11,836.4
1585413000,145.19,10.9,442.64
1585416600,81.7,10.38,224.04
1585420200,92.11,9.69,260.76
1585423800,107.19,8.59,316.04
1585427400,39.72,8.65,88.68
1585431000,34.92,8.7,74.04
1585434600,8.75,8.62,5.28
1585438200,0,8.65,0
1585441800,0,8.81,0
1585445400,0,8.86,0
1585449000,0,8.97,0
1585452600,0,9.09,0
1585456200,0,9.24,0
1585459800,0,9.27,0
1585463400,0,9.2,0
1585467000,0,8.07,0
1585470600,0,8,0
1585474200,0,8.05,0
1585477800,0,8.33,0
1585481400,20.62,8.62,31.92
1585485000,59.69,8.99,152.32
1585488600,82.35,9.55,227.72
1585492200,160.27,9.93,501.12
1585495800,166.92,10.58,521.72
1585499400,253.33,10.94,826.96
1585503000,168.81,11.4,524.64
1585506600,141.88,11.51,430.8
1585510200,148.76,10.49,456.56
1585513800,113.58,10.64,333.2
1585517400,71.64,10.64,189
1585521000,15.39,10.43,19.64
1585524600,0,9.91,0
1585528200,0,9.5,0
1585531800,0,9.18,0
1585535400,0,8.96,0
1585539000,0,8.75,0
1585542600,0,8.64,0
1585546200,0,8.61,0
1585549800,0,8.57,0
1585553400,0,7.46,0
1585557000,0,7.34,0
1585560600,0,7.12,0
1585564200,0,6.86,0
1585567800,63.22,6.65,133
1585571400,179.81,6.91,557.2
1585575000,358.35,7.66,1196.84
1585578600,545.24,8.73,1815.88
1585582200,735.31,10.34,2398.72
1585585800,763.52,12.17,2480.76
1585589400,568.95,13.81,1878.24
1585593000,596.15,14.51,1947.52
1585596600,502.07,13.39,1651.04
1585600200,251.93,12.76,812.96
1585603800,60.98,11.27,153.84
1585607400,24.22,9.8,42.68
1585611000,0,8.46,0
1585614600,0,7.31,0
1585618200,0,6.46,0
1585621800,0,6.13,0
1585625400,0,6.09,0
1585629000,0,6.33,0
1585632600,0,6.04,0
1585636200,0,5.83,0
1585639800,0,6.21,0
1585643400,0,6.01,0
1585647000,0,5.62,0
1585650600,0,5.09,0
1585654200,15.76,4.72,21.28
1585657800,65.02,4.76,173
1585661400,104.43,5,309.92
1585665000,150.11,5.31,472.88
1585668600,186.02,5.82,599.28
1585672200,255.1,6.17,850.04
1585675800,324,6.67,1090.48
1585679400,506.83,7.23,1711.32
1585683000,312.33,7.88,1039.28
1585686600,226.69,7.96,736.56
1585690200,107.77,8.07,314.24
1585693800,24.3,7.71,43.4
1585697400,0,7.04,0
1585701000,0,6.36,0
1585704600,0,5.83,0
1585708200,0,5.42,0
1585711800,0,4.97,0
1585715400,0,4.48,0
1585719000,0,4.07,0
1585722600,0,3.89,0
1585726200,0,4.15,0
1585729800,0,3.96,0
1585733400,0,3.67,0
1585737000,0,3.43,0
1585740600,61.07,2.96,131.96
1585744200,213.92,3.24,690.48
1585747800,385,3.95,1333.52
1585751400,537.56,5.27,1872.32
1585755000,775.75,6.57,2652.76
1585758600,894.78,8.08,2998.16
1585762200,980.93,9.71,3226.88
1585765800,803.86,11.15,2677
1585769400,536.14,11.65,1806.16
1585773000,277.31,11.94,908.64
1585776600,152.81,11.74,458.68
1585780200,36.37,11.26,77.32
1585783800,0,10.19,0
1585787400,0,8.85,0
1585791000,0,7.46,0
1585794600,0,6.24,0
1585798200,0,5.43,0
1585801800,0,5.02,0
1585805400,0,4.87,0
1585809000,0,4.44,0
1585812600,0,4.32,0
1585816200,0,3.9,0
1585819800,0,3.54,0
1585823400,0,3.19,0
1585827000,106.77,3.01,225.04
1585830600,357.85,3.94,1177.84
1585834200,613.31,5.59,2136.52
1585837800,832.74,7.41,2877.32
1585841400,990.96,9.3,3360.88
1585845000,984.64,11.4,3304.08
1585848600,876.37,12.89,2937.28
1585852200,584.79,14,1974
1585855800,512.31,13.51,1734.4
1585859400,439.35,13.48,1474.28
1585863000,263.52,13.18,831.76
1585866600,37.42,12.12,80.24
1585870200,0,10.75,0
1585873800,0,9.65,0
1585877400,0,9.18,0
1585881000,0,8.9,0
1585884600,0,8.67,0
1585888200,0,8.3,0
1585891800,0,7.93,0
1585895400,0,7.51,0
1585899000,0,7.38,0
1585902600,0,6.97,0
1585906200,0,6.37,0
1585909800,0,6.01,0
1585913400,19.01,5.55,29.32
1585917000,86.95,6.13,246.68
1585920600,168.82,6.95,537.24
1585924200,292.25,7.62,982.84
1585927800,288.81,8.22,973.2
1585931400,184.18,8.6,589.44
1585935000,202.73,8.64,659.04
1585938600,157.97,8.89,493.84
1585942200,95.56,9.9,272.68
1585945800,47.43,9.73,112.4
1585949400,23.46,9.21,40.76
1585953000,6.35,8.67,1.12
1585956600,0,8.42,0
1585960200,0,8.42,0
1585963800,0,8.35,0
1585967400,0,8.21,0
1585971000,0,8.02,0
1585974600,0,7.78,0
1585978200,0,7.57,0
1585981800,0,7.37,0
1585985400,0,8.29,0
1585989000,0,8.05,0
1585992600,0,7.79,0
1585996200,0,7.57,0
1585999800,12.86,7.41,14.04
1586003400,28.12,7.34,54.36
1586007000,47.64,7.27,114.6
1586010600,53.03,7.31,131.72
1586014200,169.69,7.4,542.8
1586017800,320.16,8.41,1072
1586021400,433.59,9.48,1459.04
1586025000,608.31,10.77,2029.8
1586028600,457.26,13.52,1502.24
1586032200,239.06,13.6,759.88
1586035800,148.74,13.1,438.44
1586039400,38.68,12.28,83.84
1586043000,0,10.96,0
1586046600,0,9.51,0
1586050200,0,8.47,0
1586053800,0,7.85,0
1586057400,0,7.66,0
1586061000,0,7.37,0
1586064600,0,7.01,0
1586068200,0,6.69,0
1586071800,0,6.7,0
1586075400,0,6.11,0
1586079000,0,5.79,0
1586082600,0,5.77,0
1586086200,79.66,5.85,172.88
1586089800,241.19,7.84,758.04
1586093400,369.3,10.17,1225.64
1586097000,540.76,11.95,1788.76
1586100600,709.01,13.81,2294.64
1586104200,726.46,15.52,2331.56
1586107800,589.91,16.87,1914.24
1586111400,301.66,17.3,964.92
1586115000,240.93,15.95,759.6
1586118600,260,15.51,826.8
1586122200,123.32,15.6,353
1586125800,28.05,14.66,52
1586129400,0,13.65,0
1586133000,0,12.55,0
1586136600,0,11.81,0
1586140200,0,11.54,0
1586143800,0,11.38,0
1586147400,0,10.99,0
1586151000,0,10.42,0
1586154600,0,10.15,0
1586158200,0,9.2,0
1586161800,0,8.7,0
1586165400,0,7.94,0
1586169000,0,7.55,0
1586172600,91.33,7.18,194.04
1586176200,297.07,8.34,946.8
1586179800,545.96,9.75,1838.4
1586183400,809.24,11.08,2677.8
1586187000,989.66,12.54,3180.72
1586190600,1078.26,13.83,3386.64
1586194200,1076.03,14.88,3347.64
1586197800,977.9,15.82,3065.48
1586201400,829.23,16.81,2639.52
1586205000,605.96,17.3,1955.84
1586208600,350.48,17.18,1069.44
1586212200,34.39,16.26,69.52
1586215800,0,14.47,0
1586219400,0,12.37,0
1586223000,0,10.72,0
1586226600,0,9.55,0
1586230200,0,8.53,0
1586233800,0,7.59,0
1586237400,0,7.17,0
1586241000,0,7.36,0
1586244600,0,8.11,0
1586248200,0,7.87,0
1586251800,0,7.12,0
1586255400,0,7.02,0
1586259000,105.73,7.22,242.28
1586262600,352.26,8.85,1117.32
1586266200,579.31,11.74,1893.64
1586269800,817.81,13.27,2605
1586273400,977.19,14.65,3028.12
1586277000,1050.84,15.82,3231
1586280600,1007.53,16.69,3133.56
1586284200,826.92,17.26,2631.2
1586287800,568.91,17.64,1853.36
1586291400,444.8,17,1445.96
1586295000,257.29,16.09,791.16
1586298600,38.05,14.74,80.92
1586302200,0,13.02,0
1586305800,0,11.37,0
1586309400,0,10.53,0
1586313000,0,10.38,0
1586316600,0,10.24,0
1586320200,0,10.02,0
1586323800,0,10.08,0
1586327400,0,9.94,0
1586331000,0,9.91,0
1586334600,0,10.08,0
1586338200,0,10.5,0
1586341800,0,10.7,0
1586345400,25.56,10.73,45.2
1586349000,158.12,11.07,478.84
1586352600,359.88,11.5,1197.6
1586356200,712.15,12.22,2364.6
1586359800,873.42,13.86,2846.8
1586363400,551.01,15.52,1813.92
1586367000,467.91,16.48,1527.92
1586370600,460.41,17.32,1493.08
1586374200,359.74,17.49,1168.28
1586377800,392.58,17.39,1266.92
1586381400,294.99,17.5,892.96
1586385000,39.36,17.08,83.64
1586388600,0,15.16,0
1586392200,0,12.3,0
1586395800,0,10.47,0
1586399400,0,9.32,0
1586403000,0,8.49,0
1586406600,0,7.83,0
1586410200,0,7.43,0
1586413800,0,7.19,0
1586417400,0,6.85,0
1586421000,0,6.73,0
1586424600,0,6.61,0
1586428200,0,7.04,0
1586431800,54.28,7.87,134.68
1586435400,95.84,9.1,273.64
1586439000,137.93,9.78,420.04
1586442600,215.77,10.88,700.4
1586446200,416.85,12.11,1411.36
1586449800,376.89,14.09,1263
1586453400,566.8,15.86,1902.68
1586457000,413.32,15.11,1388.8
1586460600,237.32,12.1,784.04
1586464200,483.41,9.53,1652.2
1586467800,339.98,10.65,1083.12
1586471400,42.89,11.15,97.36
1586475000,0,10.6,0
1586478600,0,9.66,0
1586482200,0,8.82,0
1586485800,0,8.02,0
1586489400,0,7.19,0
1586493000,0,6.66,0
1586496600,0,6.51,0
1586500200,0,6.53,0
1586503800,0,4.68,0
1586507400,0,4.26,0
1586511000,0,4.24,0
1586514600,0,3.93,0
1586518200,125.01,3.85,277.72
1586521800,381.07,4.59,1263.52
1586525400,538.71,5.7,1892.92
1586529000,666.44,6.46,2344.64
1586532600,788.35,7.26,2749.84
1586536200,943.54,8.52,3231.16
1586539800,996.28,9.75,3382.72
1586543400,843.98,10.49,2883.8
1586547000,410.92,8.4,1416.28
1586550600,453.84,8.35,1565.72
1586554200,234.51,8.38,749.16
1586557800,57.31,7.99,145.48
1586561400,0,7.53,0
1586565000,0,6.95,0
1586568600,0,6.54,0
1586572200,0,6.15,0
1586575800,0,5.71,0
1586579400,0,5.24,0
1586583000,0,4.76,0
1586586600,0,4.28,0
1586590200,0,3.93,0
1586593800,0,3.44,0
1586597400,0,3.02,0
1586601000,7.02,2.66,2.4
1586604600,128.38,2.49,288.2
1586608200,383.35,3.62,1270.08
1586611800,642.87,4.99,2236.32
1586615400,866.31,6.36,2977.36
1586619000,993.94,7.94,3367.16
1586622600,1075.76,9.21,3600.12
1586626200,1048.95,10.25,3502.04
1586629800,797.5,11.04,2693.04
1586633400,651,11.7,2204.08
1586637000,509.29,12.09,1717.44
1586640600,243.06,12.1,766.32
1586644200,58.87,11.49,147.84
1586647800,0,10.48,0
1586651400,0,8.93,0
1586655000,0,7.88,0
1586658600,0,6.86,0
1586662200,0,5.67,0
1586665800,0,4.42,0
1586669400,0,4.6,0
1586673000,0,6.07,0
1586676600,0,5.43,0
1586680200,0,5.81,0
1586683800,0,4.46,0
1586687400,7.36,4.74,2.92
1586691000,126.05,3.88,280.48
1586694600,322.07,6.19,1045.24
1586698200,342.92,9.5,1137.64
1586701800,368.83,10.86,1223.24
1586705400,386.65,11.68,1278.2
1586709000,583.15,12.62,1944.76
1586712600,667.67,13.6,2208.56
1586716200,612.64,15.07,2023.12
1586719800,688.11,14.89,2277.36
1586723400,560.53,16.02,1839.64
1586727000,329.07,16.86,1009.36
1586730600,58.95,16.41,144.4
1586734200,0,14.9,0
1586737800,0,13.68,0
1586741400,0,13.29,0
1586745000,0,13.01,0
1586748600,0,12.82,0
1586752200,0,13.25,0
1586755800,0,13.05,0
1586759400,0,12.31,0
1586763000,0,12.34,0
1586766600,0,12.35,0
1586770200,0,12.36,0
1586773800,0.97,12.44,0
1586777400,10.33,12.61,8.16
1586781000,20.33,13.12,31.64
1586784600,26.63,13.8,48.4
1586788200,30.93,14.02,60.52
1586791800,127.91,14.07,378.68
1586795400,188.8,14.44,589.96
1586799000,42.45,14.88,94.28
1586802600,70.98,14.82,184.96
1586806200,124.99,15.44,367.92
1586809800,109.25,16.24,311.84
1586813400,122.17,17.23,344.48
1586817000,30.15,18.18,56.88
1586820600,0,17.82,0
1586824200,0,16.76,0
1586827800,0,15.57,0
1586831400,0,14.58,0
1586835000,0,13.34,0
1586838600,0,12.06,0
1586842200,0,10.78,0
1586845800,0,9.64,0
1586849400,0,9.38,0
1586853000,0,8.51,0
1586856600,0,7.84,0
1586860200,8.58,7.26,5.04
1586863800,130.57,6.88,291.32
1586867400,376.71,7.8,1217.92
1586871000,624.54,8.76,2105
1586874600,721.31,9.73,2406.76
1586878200,855.37,10.62,2808.08
1586881800,757.6,11.51,2501.8
1586885400,539.58,11.7,1797.2
1586889000,912.94,11.32,2956.88
1586892600,728.95,13.44,2375.04
1586896200,589.62,13.78,1920.32
1586899800,285.12,13.74,882.36
1586903400,57.35,12.96,141.52
1586907000,0,11.59,0
1586910600,0,10.37,0
1586914200,0,9.56,0
1586917800,0,9.19,0
1586921400,0,8.68,0
1586925000,0,8.38,0
1586928600,0,7.94,0
1586932200,0,6.93,0
1586935800,0,6.27,0
1586939400,0,5.28,0
1586943000,0,5.01,0
1586946600,4.67,4.7,0
1586950200,49.85,4.9,118.36
1586953800,120.59,5.04,360.44
1586957400,243.17,5.3,813.72
1586961000,492.07,6.14,1700.04
1586964600,876.56,7.42,2929.96
1586968200,923.61,9.22,3053.4
1586971800,889.17,10.28,2947.92
1586975400,852.46,11.03,2841.44
1586979000,569.88,11.1,1930.84
1586982600,410.71,10.73,1383.28
1586986200,341.3,10.55,1079.24
1586989800,54.49,10.4,134.32
1586993400,6.39,9.69,1.16
1586997000,0,8.27,0
1587000600,0,7.1,0
1587004200,0,6.24,0
1587007800,0,5.55,0
1587011400,0,5.14,0
1587015000,0,5.27,0
1587018600,0,5.43,0
1587022200,0,5.71,0
1587025800,0,5.86,0
1587029400,0,5.54,0
1587033000,10.18,4.61,8.36
1587036600,134.65,4.16,307.96
1587040200,384.35,4.68,1269
1587043800,629.45,5.51,2170.96
1587047400,832.15,6.53,2836.16
1587051000,951.8,7.52,3200.72
1587054600,1017.02,8.27,3400.24
1587058200,979.42,8.88,3288.92
1587061800,855.21,9.14,2907.52
1587065400,718.69,8.87,2466.04
1587069000,487.62,8.94,1665.6
1587072600,297.84,8.8,951.24
1587076200,60.63,8.47,155.92
1587079800,7.15,7.63,2.44
1587083400,0,6.57,0
1587087000,0,5.84,0
1587090600,0,5.21,0
1587094200,0,4.49,0
1587097800,0,3.74,0
1587101400,0,2.91,0
1587105000,0,2.1,0
1587108600,0,1.2,0
1587112200,0,0.69,0
1587115800,0,0.33,0
1587119400,10.89,0.06,10.24
1587123000,139.65,0.5,325.56
1587126600,392.86,2.97,1302.36
1587130200,639.1,4.82,2203.6
1587133800,859.94,6.26,2924.56
1587137400,944,7.62,3163.84
1587141000,955.27,8.79,3171.84
1587144600,672.71,9.7,2265.96
1587148200,535.95,10.18,1812.92
1587151800,281.93,10.29,930.4
1587155400,204.32,9.34,656.16
1587159000,90.24,8.78,255.16
1587162600,37.72,8.18,82.68
1587166200,5.26,7.41,0
1587169800,0,6.78,0
1587173400,0,6.04,0
1587177000,0,5.82,0
1587180600,0,5.77,0
1587184200,0,5.9,0
1587187800,0,6.15,0
1587191400,0,6.37,0
1587195000,0,6.11,0
1587198600,0,6.14,0
1587202200,0,6.13,0
1587205800,4.37,6.06,0
1587209400,47.4,6.04,110.08
1587213000,84.1,6.2,236.44
1587216600,95.74,6.29,277.36
1587220200,87.37,6.31,248.32
1587223800,124.71,6.21,379.64
1587227400,162.21,6.27,513.88
1587231000,173.34,6.32,561.36
1587234600,582.9,6.41,2006.4
1587238200,559.76,8.5,1929.24
1587241800,405.12,9.32,1376.6
1587245400,291.11,9.85,926.52
1587249000,45.54,9.95,106.2
1587252600,8.75,9.16,5.28
1587256200,0,7.8,0
1587259800,0,6.55,0
1587263400,0,5.21,0
1587267000,0,3.96,0
1587270600,0,3.08,0
1587274200,0,2.15,0
1587277800,0,1.64,0
1587281400,0,1.28,0
1587285000,0,1.23,0
1587288600,0,1.2,0
1587292200,11.9,1.27,12.4
1587295800,139.31,2.05,324.56
1587299400,386.1,4.78,1271
1587303000,633.58,7.37,2163.04
1587306600,843.74,9.84,2834.4
1587310200,992.62,11.86,3272.96
1587313800,1065.33,13.3,3477.72
1587317400,1056.4,14.37,3444.12
1587321000,963.28,15.26,3158.08
1587324600,771.88,15.64,2558.88
1587328200,460.41,15.82,1519.6
1587331800,191.76,15.41,587.6
1587335400,61.35,14.42,153.6
1587339000,7.11,13.38,2.2
1587342600,0,12.54,0
1587346200,0,12.01,0
1587349800,0,11.68,0
1587353400,0,11.31,0
1587357000,0,10.95,0
1587360600,0,10.06,0
1587364200,0,9.15,0
1587367800,0,9.06,0
1587371400,0,8.82,0
1587375000,0,8.6,0
1587378600,16.06,8,21.6
1587382200,86.7,7.75,239.16
1587385800,161.12,7.94,503.96
1587389400,260.75,8.12,860.76
1587393000,315.55,8.55,1052.72
1587396600,453.17,9.03,1529.88
1587400200,600.9,9.98,2014.04
1587403800,723.54,11.01,2394
1587407400,448.08,11.97,1481.44
1587411000,501.43,12.41,1658.16
1587414600,394.75,12.81,1291.8
1587418200,229.85,12.92,713.88
1587421800,75.18,12.75,199.44
1587425400,11.14,11.89,9.88
1587429000,0,10.25,0
1587432600,0,7.95,0
1587436200,0,6.59,0
1587439800,0,5.78,0
1587443400,0,5.25,0
1587447000,0,5,0
1587450600,0,5.03,0
1587454200,0,4.93,0
1587457800,0,5.01,0
1587461400,0,5.19,0
1587465000,13.24,5.48,15.12
1587468600,128.26,6.44,304.08
1587472200,341.9,8.84,1105.8
1587475800,516.26,11.15,1752.84
1587479400,704.96,12.9,2383.44
1587483000,868.76,14.61,2888.76
1587486600,682.18,16.04,2272.12
1587490200,255.47,15.02,825.88
1587493800,500.21,13.08,1676.6
1587497400,299.03,12.43,991.04
1587501000,111.02,11.17,325.08
1587504600,202.87,10.91,615
1587508200,45.12,11.7,103.96
1587511800,8.75,10.43,5.2
1587515400,0,9.09,0
1587519000,0,7.81,0
1587522600,0,6.73,0
1587526200,0,5.77,0
1587529800,0,4.99,0
1587533400,0,4.33,0
1587537000,0,3.63,0
1587540600,0,2.78,0
1587544200,0,2.32,0
1587547800,0,1.94,0
1587551400,14.34,1.63,18.16
1587555000,146.95,1.71,350.32
1587558600,392.52,2.56,1317.16
1587562200,582.35,3.76,2049.48
1587565800,605.55,4.86,2124.56
1587569400,749.14,5.87,2604.88
1587573000,720.23,7.09,2487.6
1587576600,749.75,7.92,2579.88
1587580200,698.63,8.68,2406.16
1587583800,619.37,9.23,2131.2
1587587400,543.42,9.74,1857.56
1587591000,319.31,10.17,1018.36
1587594600,42.64,10.06,97.12
1587598200,9.12,9.2,6
1587601800,0,7.77,0
1587605400,0,6.52,0
1587609000,0,5.37,0
1587612600,0,4.25,0
1587616200,0,3.11,0
1587619800,0,2,0
1587623400,0,1.15,0
1587627000,0,2.17,0
1587630600,0,2.66,0
1587634200,0,3.53,0
1587637800,12.4,3.57,13.36
1587641400,55.5,3.26,135.64
1587645000,90.01,4.79,258.36
1587648600,157.93,5.01,500.52
1587652200,202.53,5.3,655.96
1587655800,345.51,5.76,1153.56
1587659400,476.93,6.73,1589.68
1587663000,723.6,8.11,2367.24
1587666600,758.47,9.43,2477.64
1587670200,517.28,10.95,1716
1587673800,328.29,10.85,1079.32
1587677400,189.42,10.45,591.8
1587681000,56.34,9.5,140.88
1587684600,9.25,8.34,6.28
1587688200,0,7.26,0
1587691800,0,6.8,0
1587695400,0,6.59,0
1587699000,0,6.16,0
1587702600,0,6.41,0
1587706200,0,6.56,0
1587709800,0,6.72,0
1587713400,0,6.3,0
1587717000,0,6.3,0
1587720600,0,6.36,0
1587724200,3.83,6.44,0
1587727800,38.65,6.61,79.8
1587731400,91.07,6.8,257.88
1587735000,108.76,7.13,324.04
1587738600,76.33,7.47,211
1587742200,68.28,7.69,181.92
1587745800,103.15,7.76,301.6
1587749400,94.72,7.97,272.2
1587753000,107.56,8.07,317.12
1587756600,110.29,8.28,326.68
1587760200,62.49,8.35,162.16
1587763800,66.75,8.4,176
1587767400,41.75,8.8,94.92
1587771000,9.71,8.96,7.16
1587774600,0,8.49,0
1587778200,0,7.82,0
1587781800,0,6.94,0
1587785400,0,6.78,0
1587789000,0,5.22,0
1587792600,0,5.44,0
1587796200,0,6.29,0
1587799800,0,4.66,0
1587803400,0,3.86,0
1587807000,0,3.3,0
1587810600,19.38,3.09,30.88
1587814200,118.57,4.01,330.48
1587817800,274.76,6.17,891.04
1587821400,469.52,8.49,1548.64
1587825000,768.96,11.03,2455.88
1587828600,913.42,13.32,2814.32
1587832200,979.52,14.85,2976.6
1587835800,924.06,15.83,2871.88
1587839400,744.12,16.18,2402.12
1587843000,680.19,15.94,2229.92
1587846600,537.52,15.38,1758.68
1587850200,292.24,14.76,897.84
1587853800,73.37,13.29,193.52
1587857400,11.94,11.39,11.64
1587861000,0,9.92,0
1587864600,0,9.14,0
1587868200,0,8.67,0
1587871800,0,8.33,0
1587875400,0,8.06,0
1587879000,0,7.85,0
1587882600,0,7.67,0
1587886200,0,7.66,0
1587889800,0,7.75,0
1587893400,0,7.73,0
1587897000,10.55,7.8,8.96
1587900600,64.02,7.95,156.6
1587904200,156.54,8.4,479.28
1587907800,198.14,8.94,639.32
1587911400,142.19,9.03,439.64
1587915000,84.1,9.01,234.32
1587918600,119.02,8.98,356
1587922200,124.71,9.31,376.28
1587925800,110.58,9.29,326.04
1587929400,132.79,9.28,405.6
1587933000,78.89,9.16,216.76
1587936600,33.69,8.7,70.36
1587940200,21.7,8.19,36.16
1587943800,2.86,7.95,0
1587947400,0,7.73,0
1587951000,0,7.33,0
1587954600,0,6.91,0
1587958200,0,6.41,0
1587961800,0,5.86,0
1587965400,0,5.41,0
1587969000,0,5,0
1587972600,0,4.86,0
1587976200,0,4.71,0
1587979800,0,4.5,0
1587983400,12.95,4.3,14.56
1587987000,47.71,4.29,112.72
1587990600,98.51,4.66,288.4
1587994200,168.86,5.38,541.76
1587997800,203.99,6.11,668.32
1588001400,187.26,6.79,606.4
1588005000,216.05,7.26,706.36
1588008600,254.04,7.97,841.32
1588012200,312.2,8.71,1051.68
1588015800,288.82,9.5,959.6
1588019400,202.13,10,648.08
1588023000,154.91,9.73,469.92
1588026600,88.41,9.27,217.76
1588030200,12.19,8.55,12.44
1588033800,0,7.33,0
1588037400,0,6.52,0
1588041000,0,6.07,0
1588044600,0,5.44,0
1588048200,0,5.02,0
1588051800,0,4.6,0
1588055400,0,4.15,0
1588059000,0,3.88,0
1588062600,0,3.29,0
1588066200,0,2.85,0
1588069800,18.84,2.54,29.56
1588073400,148.03,3.24,366.92
1588077000,376.54,5.7,1235.76
1588080600,631.98,7.53,2140.88
1588084200,836.78,9.39,2780.12
1588087800,969.09,11.18,3150.28
1588091400,1000.91,12.93,3226.44
1588095000,1026.31,14.5,3300.68
1588098600,840.57,16.18,2734.16
1588102200,579.04,17.01,1898.48
1588105800,358.14,17.43,1153.52
1588109400,190.54,17.12,568.92
1588113000,78.6,16.23,188.6
1588116600,11.56,15.16,10.52
1588120200,0,13.36,0
1588123800,0,11.49,0
1588127400,0,10.08,0
1588131000,0,9.12,0
1588134600,0,8.47,0
1588138200,0,7.6,0
1588141800,0,7.16,0
1588145400,0,7.85,0
1588149000,0,7.95,0
1588152600,0,6.55,0
1588156200,18.42,4.8,28.04
1588159800,91.93,6.96,233.96
1588163400,230.13,8.81,730.8
1588167000,370.38,10.34,1241.44
1588170600,497.84,11.76,1679.92
1588174200,622.33,12.47,2093.6
1588177800,683.43,13.14,2297.2
1588181400,635.14,13.66,2134.8
1588185000,239.09,13.86,770.76
1588188600,160.6,12.18,496.88
1588192200,131.7,11.41,396.04
1588195800,64.33,10.93,166.04
1588199400,25.72,10.39,46.76
1588203000,5.26,9.95,0
1588206600,0,9.71,0
1588210200,0,9.89,0
1588213800,0,10.14,0
1588217400,0,10.32,0
1588221000,0,10.55,0
1588224600,0,10.77,0
1588228200,0,10.67,0
1588231800,0,9.81,0
